"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"5694";"«Метро Молодежная (к/ст)», проезд без названия (5694)";"37.41463303";"55.74160241";"проезд без названия";"Западный административный округ";"район Кунцево";"А251К; А251; А229; А757; А794; А829; А58; А626; А135";"Метро Молодежная (к/ст)";"";"нет";"";"активна";"1047137171";"01010000007FD8F3B112B54240DACAE8D3ECDE4B40";"";
"5699";"«Просп. Буденного (к/ст)», Семёновский проезд (5699)";"37.7191936";"55.7787129";"Семёновский проезд";"Юго-Западный административный округ";"Ломоносовский район";"А730; АТ88; АТ25";"Просп. Буденного (к/ст)";"";"нет";"";"активна";"1047137172";"01010000000ABF2F890EDC4240963C43DDACE34B40";"";
"6727";"«Новоспасский мост», Кожевническая улица (6727)";"37.64970653";"55.728428";"Кожевническая улица";"Южный административный округ";"Даниловский район";"Тм38; ТмА";"Новоспасский мост";"";"нет";"";"активна";"1047137173";"0101000000802C659529D34240CFBEF2203DDD4B40";"";
"6728";"«Динамовская ул.», 3-й Крутицкий переулок (6728)";"37.65947627";"55.7303287";"3-й Крутицкий переулок";"Юго-Западный административный округ";"Гагаринский район";"Тм38; ТмА";"Динамовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1047137174";"0101000000AC11EAB769D4424044EA2C697BDD4B40";"";
"7191";"«Каширское ш., 148 (к/ст)», Каширское шоссе (7191)";"37.72722875";"55.59700867";"Каширское шоссе";"Западный административный округ";"район Солнцево";"А766; А907; А694; АН5";"Каширское ш., 148 (к/ст)";"";"нет";"";"активна";"1047137176";"010100000001FBE8D415DD42400B8AB4C76ACC4B40";"";
"9124";"«11-й мкр. Солнцева (к/ст)», улица Федосьино (9124)";"37.33820617";"55.6360782";"улица Федосьино";"Западный административный округ";"район Солнцево";"А779; А767; А830";"11-й мкр. Солнцева (к/ст)";"";"нет";"";"активна";"1047137178";"01010000004BBAFB564AAB42406A59AD026BD14B40";"";
"9923";"«Платф. Бирюлево - пасс. (к/ст)», Михневская улица (9923)";"37.66250631";"55.58233659";"Михневская улица";"Зеленоградский административный округ";"район Крюково";"А693; А690";"Платф. Бирюлево - пасс. (к/ст)";"";"нет";"";"активна";"1047137179";"0101000000FC6BBB01CDD4424036A860018ACA4B40";"";
"10133";"«Ул. Новаторов (к/ст)», улица Новаторов (10133)";"37.52199049";"55.65939896";"улица Новаторов";"Юго-Западный административный округ";"Обручевский район";"А111";"Ул. Новаторов (к/ст)";"";"нет";"";"активна";"1047137181";"0101000000BFAF9995D0C24240B31B642F67D44B40";"";
"10498";"«Ул. Паперника (к/ст)», улица Вострухина (10498)";"37.79309306";"55.72345857";"улица Вострухина";"Юго-Восточный административный округ";"Рязанский район";"А725К";"Ул. Паперника (к/ст)";"";"нет";"";"активна";"1047137182";"010100000039B1C91284E542409914594A9ADC4B40";"";
"10499";"«16-я Парковая ул. (к/ст)», 16-я Парковая улица (10499)";"37.82315506";"55.79406918";"16-я Парковая улица";"Восточный административный округ";"район Восточное Измайлово";"АТ22";"16-я Парковая ул. (к/ст)";"";"нет";"";"активна";"1047137183";"0101000000531E1F255DE94240476E130FA4E54B40";"";
"10500";"«Ветеринарная акад. (к/ст)», улица Юных Ленинцев (10500)";"37.78960051";"55.69666929";"улица Юных Ленинцев";"Юго-Восточный административный округ";"район Кузьминки";"АТ27; АВч; АВк; А725; АТ38";"Ветеринарная акад. (к/ст)";"";"нет";"";"активна";"1047137184";"01010000006EAD27A111E54240BA5694752CD94B40";"";
"10650";"«Михалково (к/ст)», Коптевская улица (10650)";"37.52203218";"55.83859742";"Коптевская улица";"Юго-Западный административный округ";"район Южное Бутово";"АО23; Тм23; Тм29; Тм30";"Михалково (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047137185";"0101000000A04752F3D1C242407AB4062957EB4B40";"";
"11702";"«Ул. Марш. Тухачевского (к/ст)», улица Маршала Тухачевского (11702)";"37.47682712";"55.78359069";"улица Маршала Тухачевского";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А345";"Ул. Марш. Тухачевского (к/ст)";"";"нет";"";"активна";"1047137187";"0101000000791FCBAB08BD4240028021B34CE44B40";"";
"17089";"«Метро Алма-Атинская (к/ст)», Братеевская улица (17089)";"37.76432598";"55.63347164";"Братеевская улица";"Южный административный округ";"район Братеево";"А764; А738; А740; А742";"Метро Алма-Атинская (к/ст)";"";"нет";"";"активна";"1047137190";"0101000000A5CA076FD5E142402B5F449915D14B40";"";
"17697";"«Тропарево (к/ст)», улица Академика Анохина (17697)";"37.46930507";"55.64569973";"улица Академика Анохина";"Новомосковский административный округ";"поселение Сосенское";"А950; А630; А196; А520; А785";"Тропарево (к/ст)";"";"нет";"";"активна";"1047137192";"01010000009DBF433012BC424069B1EB49A6D24B40";"";
"1001523";"«Новокосино (к/ст)», проезд без названия (1001523)";"37.88547014";"55.74387472";"проезд без названия";"Восточный административный округ";"район Соколиная Гора";"АТ75";"Новокосино (к/ст)";"";"нет";"";"активна";"1047137193";"01010000003971E61557F142404F5C6D4937DF4B40";"";
"1001666";"«7-й автобусный парк (к/ст)», Верхнелихоборская улица (1001666)";"37.56246716459122";"55.85156345043032";"Верхнелихоборская улица";"Северо-Восточный административный округ";"Бутырский район";"А170; А763; А563";"7-й автобусный парк (к/ст)";"";"нет";"";"активна";"1047137195";"01010000001F7F8EECFEC742409808F90700ED4B40";"";
"1001999";"«Дангауэровка (к/ст)», 5-я Кабельная улица (1001999)";"37.716293";"55.73962872";"5-я Кабельная улица";"Северо-Западный административный округ";"район Строгино";"АМ8";"Дангауэровка (к/ст)";"";"нет";"";"активна";"1047137197";"010100000047AD307DAFDB42408ACA6527ACDE4B40";"";
"1003092";"«Метро Филатов Луг (к/ст)», проезд без названия (1003092)";"37.41172193";"55.59992394";"проезд без названия";"Юго-Западный административный округ";"район Коньково";"А890К; АЭ-54";"Метро Филатов Луг (к/ст)";"";"нет";"";"активна";"1047137198";"0101000000B032E04DB3B442409831C34ECACC4B40";"";
"1003201";"«Ставропольский пр. (к/ст)», Ставропольская улица (1003201)";"37.79620973";"55.67537173";"Ставропольская улица";"Юго-Восточный административный округ";"район Люблино";"А728";"Ставропольский пр. (к/ст)";"";"нет";"";"активна";"1047137199";"0101000000B28D4F33EAE54240197FB29472D64B40";"";
"1004449";"«Метро Алтуфьево», Череповецкая улица (1004449)";"37.58522487";"55.89868163";"Череповецкая улица";"Северо-Восточный административный округ";"район Лианозово";"А545к";"Метро Алтуфьево";"";"нет";"";"активна";"1047137200";"010100000059BA06A6E8CA4240D82EE9FF07F34B40";"";
"1005361";"«Метро Алтуфьево», Алтуфьевское шоссе (1005361)";"37.58793062";"55.89829823";"Алтуфьевское шоссе";"Северо-Восточный административный округ";"район Бибирево";"А545к";"Метро Алтуфьево";"";"нет";"";"активна";"1047137201";"0101000000C79B804F41CB4240CDF3B76FFBF24B40";"";
"1008770";"«Смирновская улица, 25», Смирновская улица (1008770)";"37.71504594";"55.73514367";"Смирновская улица";"Юго-Восточный административный округ";"Нижегородский район";"А365";"Смирновская улица, 25";"";"да";"ГУП «Мосгортранс»";"активна";"1047137203";"010100000003B817A086DB42407641123019DE4B40";"";
"1008979";"«Амурский пер.», Амурская улица (1008979)";"37.75916716";"55.80737668";"Амурская улица";"Восточный административный округ";"район Гольяново";"АП122; А627К";"Амурский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"1047137209";"0101000000D732B6632CE1424097137A1E58E74B40";"";
"1008980";"«Тарный з-д», Амурская улица (1008980)";"37.76341306";"55.80853755";"Амурская улица";"Восточный административный округ";"район Богородское";"АП122; А627К";"Тарный з-д";"";"да";"ГУП «Мосгортранс»";"активна";"1047137210";"01010000000705E784B7E14240426B8F287EE74B40";"";
"1008981";"«Амурская ул.», Амурская улица (1008981)";"37.79138484";"55.81339786";"Амурская улица";"Северо-Западный административный округ";"район Куркино";"АП122";"Амурская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1047137211";"0101000000D32C33194CE542400FABCB6B1DE84B40";"";
"1008982";"«Амурская ул.», Амурская улица (1008982)";"37.79296472";"55.81323752";"Амурская улица";"Северный административный округ";"район Сокол";"АП122";"Амурская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1047137212";"010100000012A431DE7FE54240DC23C42A18E84B40";"";
"1009094";"«Метро Авиамоторная», шоссе Энтузиастов (1009094)";"37.72077085";"55.75246234";"шоссе Энтузиастов";"Восточный административный округ";"район Соколиная Гора";"Тм37; Тм50; Тм46; Тм12; Тм24; Тм38; Тм43";"Метро Авиамоторная";"";"нет";"";"активна";"1047137213";"01010000007F541E3842DC4240C5E29AAF50E04B40";"";
"1009116";"«17-й мкр.», проезд без названия (1009116)";"37.14955973";"55.96535659";"проезд без названия";"Западный административный округ";"район Фили-Давыдково";"А400Т; АЗ-32";"17-й мкр.";"";"да";"ГУП «Мосгортранс»";"активна";"1047137215";"01010000000593F2C524934240988303CE90FB4B40";"";
"1009117";"«17-й мкр. (к/ст)», проезд без названия (1009117)";"37.14902475";"55.96464991";"проезд без названия";"Северо-Восточный административный округ";"Алексеевский район";"А400Т";"17-й мкр. (к/ст)";"";"нет";"";"активна";"1047137216";"0101000000B5C5353E1393424009C5F3A579FB4B40";"";
"1009118";"«Георгиевский просп.», улица Андреевка (1009118)";"37.14940469";"55.96960223";"улица Андреевка";"Зеленоградский административный округ";"район Крюково";"А400Т; АЗ-22";"Георгиевский просп.";"";"да";"ГУП «Мосгортранс»";"активна";"1047137218";"0101000000A2B560B11F93424045FD05ED1BFC4B40";"";
"1009119";"«Георгиевский просп.», проезд без названия (1009119)";"37.14986771";"55.96868197";"проезд без названия";"Юго-Восточный административный округ";"район Выхино-Жулебино";"А400Т; АЗ-32";"Георгиевский просп.";"";"да";"ГУП «Мосгортранс»";"активна";"1047137219";"0101000000959678DD2E934240FBAF52C5FDFB4B40";"";
"7748";"«Капотня (к/ст)», Проектируемый проезд № 5217 (7748)";"37.79857565";"55.62858471";"проезд без названия";"Юго-Восточный административный округ";"район Капотня";"А54; А95; А112Э; А655; А655К; АС9";"Капотня (к/ст)";"";"нет";"";"активна";"1047137929";"0101000000E31016BA37E642409A1BBA7675D04B40";"";
"18022";"«3-й мкр. Московского (к/ст)», Проектируемый проезд № 5562 (18022)";"37.34926298";"55.59525237";"проезд без названия";"Новомосковский административный округ";"поселение Московский";"А890К; А879; А866; А890; А870";"3-й мкр. Московского (к/ст)";"";"нет";"";"активна";"1047138189";"0101000000D9663AA6B4AC42401C02CB3A31CC4B40";"";
"1003107";"«Сосенское (к/ст)», Проектируемый проезд № 7099 (1003107)";"37.46645567";"55.57698241";"проезд без названия";"Новомосковский административный округ";"поселение Сосенское";"АС19; А515; А513; А514; А508";"Сосенское (к/ст)";"";"нет";"";"активна";"1047138372";"010100000086D7C3D1B4BB42409CA8428FDAC94B40";"";
"1009034";"«Северный - 1-й мкр.», Проектируемый проезд № 6263 (1009034)";"37.55654479";"55.91403704";"проезд без названия";"Северо-Восточный административный округ";"район Северный";"А644";"Северный - 1-й мкр.";"";"нет";"";"активна";"1047138392";"010100000093E713DC3CC74240FA106D2AFFF44B40";"";
"7455";"«Метро Озерная (к/ст)», Озёрная улица (7455)";"37.44872779";"55.67114994";"Озёрная улица";"Юго-Восточный административный округ";"район Марьино";"АМ4; АМ17";"Метро Озерная (к/ст)";"";"нет";"";"активна";"1047138685";"01010000009D6D87E96FB942409581C13DE8D54B40";"";
"7351";"«Метро Орехово (к/ст)», Шипиловский проезд (7351)";"37.69371259";"55.61474781";"Шипиловский проезд";"Южный административный округ";"район Орехово-Борисово Северное";"А274; А717; А151К; А758К; А758; А765; А275; А709; АН5";"Метро Орехово (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213302";"0101000000CD6FFB92CBD842406A9E650EB0CE4B40";"";
"8059";"«Метро Новые Черемушки (к/ст)», Профсоюзная улица (8059)";"37.55296388";"55.66898471";"Профсоюзная улица";"Юго-Западный административный округ";"Обручевский район";"А648; А721; АС5; А616";"Метро Новые Черемушки (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213304";"0101000000113C3A85C7C64240AD7C7D4AA1D54B40";"";
"8263";"«Метро Тушинская (к/ст)», Тушинская площадь (8263)";"37.43744719";"55.82656235";"Тушинская площадь";"Юго-Западный административный округ";"район Южное Бутово";"А210; А248; А614; А631; А640; А741; А930; А777; А2; А400Т";"Метро Тушинская (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213305";"01010000007863FF44FEB742406EAD8ACBCCE94B40";"";
"9640";"«Загорье (к/ст)», Липецкая улица (9640)";"37.68743048";"55.57830203";"Липецкая улица";"Южный административный округ";"район Бирюлёво Восточное";"А796; А289; А901; АТ11";"Загорье (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213306";"0101000000D2EFD2B8FDD74240BC0709CD05CA4B40";"";
"9656";"«Саратовская ул. (к/ст)», Волжский бульвар (9656)";"37.74255754";"55.71559383";"Волжский бульвар";"Зеленоградский административный округ";"район Крюково";"А234; А228; А861; А74; А193; А703; А143; А569";"Саратовская ул. (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213308";"01010000005FD91E200CDF4240E288209498DB4B40";"";
"1000170";"«14-й кв. Ленино-Дачного (к/ст)», улица Бехтерева (1000170)";"37.64495907";"55.61748357";"улица Бехтерева";"Юго-Восточный административный округ";"район Лефортово";"А217; АЭ-37";"14-й кв. Ленино-Дачного (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213309";"01010000004C74D0048ED24240D17B9DB309CF4B40";"";
"1009103";"«НИИ прикладной механики», улица Пруд-Ключики (1009103)";"37.73231478";"55.74642714";"улица Пруд-Ключики";"Юго-Восточный административный округ";"район Лефортово";"А859";"НИИ прикладной механики";"";"да";"ГУП «Мосгортранс»";"активна";"1047213310";"01010000001D3D9F7DBCDD4240CB92ADEC8ADF4B40";"";
"1009104";"«НИИ прикладной механики», улица Пруд-Ключики (1009104)";"37.73224776";"55.74682879";"улица Пруд-Ключики";"Юго-Восточный административный округ";"район Лефортово";"А859";"НИИ прикладной механики";"";"да";"ГУП «Мосгортранс»";"активна";"1047213311";"010100000077E26A4BBADD42407161F61598DF4B40";"";
"1009105";"«Андроновское шоссе», проезд без названия (1009105)";"37.73525189";"55.74602475";"проезд без названия";"Западный административный округ";"район Фили-Давыдково";"А759; А859; А59";"Андроновское шоссе";"";"да";"ГУП «Мосгортранс»";"активна";"1047213312";"0101000000A4EFE2BB1CDE4240D7A02FBD7DDF4B40";"";
"1009107";"«Платф. Андроновка», шоссе Фрезер (1009107)";"37.7373167";"55.74465154";"шоссе Фрезер";"Юго-Восточный административный округ";"Нижегородский район";"А759; А859; А59";"Платф. Андроновка";"";"да";"ГУП «Мосгортранс»";"активна";"1047213314";"0101000000B7A5C46460DE4240A79BDDBD50DF4B40";"";
"4357";"«Платф. Новогиреево (к/ст)», Кетчерская улица (4357)";"37.82061696";"55.74350971";"Кетчерская улица";"Восточный административный округ";"район Вешняки";"А232; А285; А208";"Платф. Новогиреево (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213315";"010100000019DFFEF909E94240AE5A80532BDF4B40";"";
"1000283";"«6-й мкр. Жулебина (к/ст)», Привольная улица (1000283)";"37.85169818";"55.67909483";"Привольная улица";"Юго-Восточный административный округ";"район Выхино-Жулебино";"АМ89";"6-й мкр. Жулебина (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213316";"0101000000D4942A7204ED4240C8DD5294ECD64B40";"";
"1008983";"«Днепропетровская ул., 18», Днепропетровская улица (1008983)";"37.58677495";"55.61515736";"Днепропетровская улица";"Северный административный округ";"район Сокол";"АП129";"Днепропетровская ул., 18";"";"да";"ГУП «Мосгортранс»";"активна";"1047213318";"0101000000572E0A711BCB4240FE8BF379BDCE4B40";"";
"1008984";"«Днепропетровская ул., 18», Днепропетровская улица (1008984)";"37.58630924";"55.61546415";"Днепропетровская улица";"Южный административный округ";"район Чертаново Центральное";"АП129";"Днепропетровская ул., 18";"";"да";"ГУП «Мосгортранс»";"активна";"1047213319";"01010000004192612E0CCB4240230E7E87C7CE4B40";"";
"1008985";"«Поликлиника», Сумской проезд (1008985)";"37.59447005";"55.63267872";"Сумской проезд";"Южный административный округ";"район Чертаново Северное";"АП129";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"1047213320";"0101000000CA99379817CC424038A3C59DFBD04B40";"";
"1008986";"«Поликлиника», Сумской проезд (1008986)";"37.59545123";"55.63289718";"Сумской проезд";"Южный административный округ";"район Чертаново Северное";"АП129";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"1047213321";"0101000000439BF3BE37CC424052EA58C602D14B40";"";
"1009108";"«Платф. Андроновка», шоссе Фрезер (1009108)";"37.73763282";"55.74446527";"шоссе Фрезер";"Юго-Восточный административный округ";"Нижегородский район";"А759; А859; А59";"Платф. Андроновка";"";"да";"ГУП «Мосгортранс»";"активна";"1047213337";"01010000009A2D93C06ADE424033D451A34ADF4B40";"";
"4439";"«Платф. Новогиреево (к/ст)», Фрязевская улица (4439)";"37.81205437";"55.74373536";"Фрязевская улица";"Юго-Западный административный округ";"район Ясенево";"А36; А645; А833; А237";"Платф. Новогиреево (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213339";"0101000000A8DCC865F1E74240160A64B832DF4B40";"";
"4565";"«Платф. Чухлинка», Кусковская улица (4565)";"37.76671993";"55.7373619";"Кусковская улица";"Юго-Восточный административный округ";"район Выхино-Жулебино";"А46; А842; А214; А131; А7; АТ77";"Платф. Чухлинка";"";"да";"ГУП «Мосгортранс»";"активна";"1047213340";"01010000004D45F0E023E2424081E8EEDF61DE4B40";"";
"6678";"«Кожевническая ул.», Кожевническая улица (6678)";"37.64497192";"55.72978231";"Кожевническая улица";"Восточный административный округ";"район Метрогородок";"Тм38; ТмА";"Кожевническая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1047213341";"0101000000829E9B708ED242401D53B98169DD4B40";"";
"7261";"«Метро Красногвардейская (к/ст)», Ореховый бульвар (7261)";"37.74851317";"55.61389253";"Ореховый бульвар";"Южный административный округ";"район Зябликово";"А148; А151; А263; А298; А37; А623; А711; А719; А790; АТ11";"Метро Красногвардейская (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213343";"01010000003DE39047CFDF4240EACDC90794CE4B40";"";
"9809";"«Платф. Лось (к/ст)», Анадырский проезд (9809)";"37.71086517";"55.8807411";"Анадырский проезд";"Зеленоградский административный округ";"район Крюково";"А605; А183; А774; А176";"Платф. Лось (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213344";"0101000000FB8140A1FDDA42401D5FD61FBCF04B40";"";
"13837";"«Ст. Крюково (к/ст)», Крюковская площадь (13837)";"37.1743948958134";"55.980692465002925";"Крюковская площадь";"Зеленоградский административный округ";"район Старое Крюково";"АЗ-23; АЗ-21; АЗ-31; АЗ-10; АЗ-12; АЗ-24; АЗ-4; АЗ-29; АЗ-2; АЗ-3; А403; АЗ-1";"Ст. Крюково (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213345";"0101000000CF0D6B9252964240834FA85487FD4B40";"";
"1009093";"«Ул. Дмитриевского, 7», улица Татьяны Макаровой (1009093)";"37.8858129";"55.70946686";"улица Татьяны Макаровой";"Восточный административный округ";"район Косино-Ухтомский";"А14";"Ул. Дмитриевского, 7";"";"да";"ГУП «Мосгортранс»";"активна";"1047213349";"0101000000FDEF2D5162F14240DDA560CFCFDA4B40";"";
"1009109";"«Ул. Ген. Яковлева», улица Пруд-Ключики (1009109)";"37.72553654";"55.74849123";"улица Пруд-Ключики";"Юго-Восточный административный округ";"район Лефортово";"А859";"Ул. Ген. Яковлева";"";"да";"ГУП «Мосгортранс»";"активна";"1047213350";"01010000002FAD9F61DEDC4240AE18858FCEDF4B40";"";
"1009110";"«Ул. Ген. Яковлева», улица Пруд-Ключики (1009110)";"37.72324372";"55.74909714";"улица Пруд-Ключики";"Западный административный округ";"район Фили-Давыдково";"А859";"Ул. Ген. Яковлева";"";"да";"ГУП «Мосгортранс»";"активна";"1047213351";"0101000000FC370E4093DC4240E0E9426AE2DF4B40";"";
"6726";"«Кожевническая ул.», Кожевническая улица (6726)";"37.64538992";"55.72949018";"Кожевническая улица";"Западный административный округ";"район Раменки";"Тм38; ТмА";"Кожевническая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1047213352";"0101000000B6C80B239CD2424034ED28EF5FDD4B40";"";
"8451";"«Москворецкий рынок (к/ст)», Болотниковская улица (8451)";"37.60670463";"55.65612999";"Болотниковская улица";"Юго-Восточный административный округ";"район Выхино-Жулебино";"АТ8; АТ52";"Москворецкий рынок (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213354";"01010000004517507FA8CD4240C67C4811FCD34B40";"";
"16996";"«Силикатный з-д (к/ст)», 1-й Силикатный проезд (16996)";"37.5122279";"55.77047652";"1-й Силикатный проезд";"Новомосковский административный округ";"поселение Десеновское";"А27; А818; А48; А4; АС43; АМ6";"Силикатный з-д (к/ст)";"";"да";"ГУП «Мосгортранс»";"активна";"1047213355";"0101000000A44C0FAF90C1424032DE7FF99EE24B40";"";
"1009091";"«Храм», Чечёрский проезд (1009091)";"37.53773258";"55.53480657";"Чечёрский проезд";"Юго-Западный административный округ";"район Южное Бутово";"А146; А288";"Храм";"";"да";"ГУП «Мосгортранс»";"активна";"1047213359";"0101000000FE8BD26BD4C4424000EBAB8A74C44B40";"";
"1009075";"«Рязановское ш.», Проектируемый проезд № 947 (1009075)";"37.51581816";"55.48820328";"проезд без названия";"Северный административный округ";"район Сокол";"А898";"Рязановское ш.";"";"да";"ГУП «Мосгортранс»";"активна";"1047213712";"010100000003F1575406C2424031B3F0717DBE4B40";"";
"1009076";"«Молодцевская ул.», Проектируемый проезд № 947 (1009076)";"37.52264165";"55.49479912";"проезд без названия";"Северный административный округ";"район Сокол";"А898";"Молодцевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1047213713";"01010000008423EDEBE5C24240AB3EDB9355BF4B40";"";
"1009078";"«Ул. Маршала Логинова», Проектируемый проезд № 947 (1009078)";"37.52373949";"55.49880984";"проезд без названия";"Южный административный округ";"район Нагатинский Затон";"А898";"Ул. Маршала Логинова";"";"да";"ГУП «Мосгортранс»";"активна";"1047213714";"01010000003C9646E509C342408BDC3600D9BF4B40";"";
"1009079";"«Ул. Маршала Логинова», Проектируемый проезд № 947 (1009079)";"37.52308484";"55.49799122";"проезд без названия";"Северный административный округ";"район Сокол";"А898";"Ул. Маршала Логинова";"";"да";"ГУП «Мосгортранс»";"активна";"1047213715";"0101000000AD6AAC71F4C242402ECC212DBEBF4B40";"";
"1009080";"«Ул. Маршала Руденко», Проектируемый проезд № 947 (1009080)";"37.52716709";"55.5032227";"проезд без названия";"Северо-Западный административный округ";"район Южное Тушино";"А898";"Ул. Маршала Руденко";"";"да";"ГУП «Мосгортранс»";"активна";"1047213716";"0101000000EB8911367AC342406B8DF79969C04B40";"";
"1009081";"«Ул. Маршала Руденко», Проектируемый проезд № 947 (1009081)";"37.52496723";"55.50221206";"проезд без названия";"Новомосковский административный округ";"поселение Рязановское";"А898";"Ул. Маршала Руденко";"";"да";"ГУП «Мосгортранс»";"активна";"1047213717";"01010000002E294E2032C34240ABAD1A7C48C04B40";"";
"1009082";"«Остафьевское ш.», Проектируемый проезд № 947 (1009082)";"37.53398779";"55.50593224";"проезд без названия";"Северо-Восточный административный округ";"район Северный";"А898; А898К; А308";"Остафьевское ш.";"";"да";"ГУП «Мосгортранс»";"активна";"1047213718";"0101000000B4413FB659C4424061653C63C2C04B40";"";
"1009083";"«Остафьевское ш.», Проектируемый проезд № 947 (1009083)";"37.53227713";"55.5058723";"проезд без названия";"Юго-Западный административный округ";"район Южное Бутово";"А898; А898К; А308";"Остафьевское ш.";"";"да";"ГУП «Мосгортранс»";"активна";"1047213719";"01010000001EE130A821C44240E5396C6CC0C04B40";"";
"1009084";"«По требованию», Проектируемый проезд № 947 (1009084)";"37.54199028";"55.50706615";"проезд без названия";"Юго-Западный административный округ";"район Южное Бутово";"А898; А898К; А308";"По требованию";"";"да";"ГУП «Мосгортранс»";"активна";"1047213720";"0101000000C9ACFFEF5FC542404E94298BE7C04B40";"";
"1009085";"«По требованию», Проектируемый проезд № 947 (1009085)";"37.54030327";"55.50708013";"проезд без названия";"Юго-Западный административный округ";"район Южное Бутово";"А898; А898К; А308";"По требованию";"";"да";"ГУП «Мосгортранс»";"активна";"1047213721";"0101000000334955A828C5424095666F00E8C04B40";"";
"1009086";"«Ул. Степана Эрьзи», Проектируемый проезд № 947 (1009086)";"37.55133698";"55.50790594";"проезд без названия";"Юго-Западный административный округ";"район Южное Бутово";"А898; А898К; А308";"Ул. Степана Эрьзи";"";"да";"ГУП «Мосгортранс»";"активна";"1047213722";"01010000007416CD3592C6424040DFD40F03C14B40";"";
"1009087";"«Ул. Степана Эрьзи», Проектируемый проезд № 947 (1009087)";"37.55099435";"55.50812977";"проезд без названия";"Северо-Западный административный округ";"район Строгино";"А898; А898К; А308";"Ул. Степана Эрьзи";"";"да";"ГУП «Мосгортранс»";"активна";"1047213723";"0101000000F1C39CFB86C64240122374650AC14B40";"";
"1009077";"«Молодцевская ул.», Проектируемый проезд № 947 (1009077)";"37.52196737";"55.49396707";"проезд без названия";"Северо-Восточный административный округ";"Алексеевский район";"А898";"Молодцевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1047213724";"010100000054DDA7D3CFC24240B8791D503ABF4B40";"";
"1009183";"«Химчистка», Новохохловская улица (1009183)";"37.71346473";"55.72562256";"Новохохловская улица";"Юго-Восточный административный округ";"Нижегородский район";"А106";"Химчистка";"";"да";"ГУП «Мосгортранс»";"активна";"1047716522";"01010000008819F1CF52DB42404B383633E1DC4B40";"";
"1009184";"«Химчистка», Новохохловская улица (1009184)";"37.71339078";"55.72541716";"Новохохловская улица";"Юго-Восточный административный округ";"Нижегородский район";"А106";"Химчистка";"";"да";"ГУП «Мосгортранс»";"активна";"1047716723";"010100000018AF9A6350DB42401F143178DADC4B40";"";
"1003809";"«Зверево», улица Генерала Донскова (1003809)";"36.9351592";"55.50834399";"улица Генерала Донскова";"Зеленоградский административный округ";"район Крюково";"А868";"Зверево";"";"нет";"";"активна";"1047716811";"0101000000DA46F24BB37742408615766A11C14B40";"";
"1001582";"«ВДНХ (сев.)», проспект Мира (1001582)";"37.64719351";"55.82721107";"проспект Мира";"Южный административный округ";"район Нагатинский Затон";"Тм11";"ВДНХ (сев.)";"";"нет";"";"активна";"1048517969";"010100000015D1A73CD7D242400345660DE2E94B40";"";
"1002231";"«Зельев пер.», Большая Черкизовская улица (1002231)";"37.72473853";"55.79771108";"Большая Черкизовская улица";"Восточный административный округ";"район Преображенское";"Тм2; Тм13; Тм36; Тм4П";"Зельев пер.";"";"да";"ГУП «Мосгортранс»";"активна";"1048517970";"010100000025406E3BC4DC4240E0208C651BE64B40";"";
"1002232";"«Зельев пер.», Большая Черкизовская улица (1002232)";"37.72478577";"55.79760767";"Большая Черкизовская улица";"Северный административный округ";"район Левобережный";"Тм2; Тм13; Тм36; Тм4Л";"Зельев пер.";"";"да";"ГУП «Мосгортранс»";"активна";"1048517972";"0101000000CA60B5C7C5DC424029D8140218E64B40";"";
