"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"122";"«Учебный центр», Клязьминская улица (122)";"37.52245028";"55.88566944";"Клязьминская улица";"Северный административный округ";"Дмитровский район";"А665; А200; А194; А571";"Учебный центр";"";"да";"ГУП «Мосгортранс»";"активна";"889076547";"01010000006A3199A6DFC24240EEEEBF9D5DF14B40";"";
"123";"«Клязьминская ул.», Ангарская улица (123)";"37.5257866";"55.88619486";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А194";"Клязьминская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076548";"010100000068D6ADF94CC34240AACA4AD56EF14B40";"";
"124";"«Храм Матроны Московской», Ангарская улица (124)";"37.52949825";"55.88299191";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А194; А928";"Храм Матроны Московской";"";"да";"ГУП «Мосгортранс»";"активна";"889076549";"010100000006854199C6C34240920A00E105F14B40";"";
"125";"«Ангарская ул., 49», Ангарская улица (125)";"37.5289602";"55.88104652";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А194; А928";"Ангарская ул., 49";"";"да";"ГУП «Мосгортранс»";"активна";"889076550";"01010000005CF1C3F7B4C34240CAD3E221C6F04B40";"";
"126";"«Ангарская ул.», Коровинское шоссе (126)";"37.52317839";"55.87781596";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А799; А656; А672; А114; А194; А191; А591; АТ56";"Ангарская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076551";"010100000010836D82F7C24240AD0DFC455CF04B40";"";
"127";"«Протезный з-д», Коровинское шоссе (127)";"37.52851198";"55.87373993";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А215К; А656; А672; А194; А92; А191; А215; А591; АТ56";"Протезный з-д";"";"да";"ГУП «Мосгортранс»";"активна";"889076552";"010100000075D2D247A6C342409847C4B5D6EF4B40";"";
"128";"«Талдомская ул.», Коровинское шоссе (128)";"37.5259288";"55.87563883";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А799; А656; А672; А114; А194; А191; А591; АТ56";"Талдомская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076553";"010100000024038AA251C3424096FAE4EE14F04B40";"";
"129";"«Ангарская ул.», Ангарская улица (129)";"37.52488287";"55.87892817";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А194; А928";"Ангарская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076554";"0101000000B870A45C2FC3424071D7E0B780F04B40";"";
"130";"«Ангарская ул., 49», Ангарская улица (130)";"37.52936392";"55.88135692";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А194; А928";"Ангарская ул., 49";"";"да";"ГУП «Мосгортранс»";"активна";"889076555";"01010000008B0A6A32C2C342406CC0B54DD0F04B40";"";
"131";"«Храм Матроны Московской», Ангарская улица (131)";"37.53007852";"55.88382937";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А194; А928";"Храм Матроны Московской";"";"да";"ГУП «Мосгортранс»";"активна";"889076556";"010100000026DBE99CD9C3424078B21F5221F14B40";"";
"132";"«Клязьминская ул.», Ангарская улица (132)";"37.5253591113";"55.8865758552";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А194";"Клязьминская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076557";"010100000035D8A4F73EC34240EDC04F517BF14B40";"";
"133";"«Учебный центр», Клязьминская улица (133)";"37.52142869";"55.88537864";"Клязьминская улица";"Северный административный округ";"Дмитровский район";"А665; А200; А194; А571";"Учебный центр";"";"да";"ГУП «Мосгортранс»";"активна";"889076558";"0101000000815FE12CBEC2424040B0571654F14B40";"";
"134";"«Школа им. Марш. Говорова», Смольная улица (134)";"37.48215583";"55.86106097";"Смольная улица";"Северный административный округ";"район Ховрино";"А90; А138; А270; А338";"Школа им. Марш. Говорова";"";"да";"ГУП «Мосгортранс»";"активна";"889076559";"01010000007FB64048B7BD42408A01F13E37EE4B40";"";
